Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2019/20,4,1437.8098340777683,6822742.431849771,12451336.96988039,273869.0955218619,1159892.765374486,227689.06290701134,7204272.395742508,248953.9537928116,36136216.06607918,imd decile
2019/20,5,1684.3613527618352,4275621.64482789,3804733.3612160115,119950.97208314668,359654.38840765494,150116.442094947,2017341.0604851637,702666.185210136,20371921.74538937,imd decile
2019/20,6,754.7791952993721,8033765.165792335,7893339.865798243,88377.28394775392,299079.53540245036,77097.8787172522,2058892.7805623466,994479.2289768221,20828580.437556405,imd decile
2019/20,7,236.30606233198196,2087019.0973515448,8267716.647161509,96013.14966200927,220991.8032223083,23143.09429097334,3765384.683350448,690892.1565347526,17350773.403733823,imd decile
2019/20,8,1624.8102535951884,2612569.1001634584,2554521.0134774637,142949.7867596649,346269.4440591313,93149.64971223823,2435199.598551666,439526.9040564682,17759097.626038074,imd decile
2019/20,9,520.4185614135117,4008423.0464037303,7220840.733114563,22218.240552763455,333800.80648147187,76408.07151392837,2936819.274211669,695315.6264071015,6174720.410674237,imd decile
2019/20,10,838.8449005478993,743003.8993348206,9849306.949914483,56206.89823258706,190391.48414939755,47856.925761902145,2722625.6401483766,321909.26262584236,2820821.3866780708,imd decile
2019/20,NA,61.31168526969851,0,0,47447.90517230481,0,12165.382676565745,523906.8876194849,167980.23506900287,858703.4267355213,imd decile
2020/21,1,790.898609410599,19373008.636154935,9840852.924441064,637712.0815197276,1812869.8643403447,189882.03116042732,8489666.79264539,1711808.8681922534,20010084.14435199,imd decile
2020/21,2,2412.122618199885,2859574.5801969646,17611112.362935267,206890.00723920725,904156.366345989,415354.34741410596,4853170.179052093,1278102.2420648613,45515608.5522564,imd decile
2020/21,3,3880.246983478218,7802920.512874507,6495328.2886190405,440572.2674165959,434818.32328317687,255628.54396178952,1328200.4067852958,238436.72557400085,33497721.73582753,imd decile
2020/21,4,2005.7415394568816,6159783.470532385,9578872.962044612,191116.49659887142,1419004.570871722,201502.0734200703,5056202.760729372,702522.0578515858,13114159.724469785,imd decile
2020/21,5,2031.2834731500598,7482231.450879409,3028281.207430569,115377.36665470898,143973.52500124276,228681.16011086383,1091635.9705934527,229787.26582148104,22006449.555023912,imd decile
2020/21,6,808.0130132036285,6705393.469143934,15677967.600592148,100029.96218047144,586879.3421079542,43243.27297873061,2080444.6625483122,811182.512062716,16643069.477452967,imd decile
2020/21,7,1465.255082990043,5641710.574060151,5356967.00006123,42822.54899363517,537440.9507022846,63762.145161434026,874917.9408485612,1040216.5254210458,5031981.019989035,imd decile
2020/21,8,287.18936597742146,4281866.644676041,7829501.879836012,103651.53472759688,311197.32549132704,155315.6659901648,1004715.785343008,928305.1644613155,8663517.805484481,imd decile
2020/21,9,832.44069585111,3639575.637379893,5237707.701587096,26479.232102494687,466591.88186896034,34204.65633049996,399377.3796859539,682421.519460212,15243469.371727658,imd decile
2020/21,10,284.75336919799446,3266854.926720946,5836990.01997106,89677.96402100846,128053.40389342644,47612.74007799512,1568228.8402295946,582869.4854526258,7073540.207450427,imd decile
2020/21,NA,153.1505530519411,0,0,8515.877849198878,0,28003.052400582936,296238.780151937,42951.7681168952,92560.2636384126,imd decile
2021/22,1,5036.224208658189,8840567.224051643,16992668.283018906,453047.98697423487,2292652.558284199,329395.7695022046,3687330.685508877,2632684.3955220934,28837520.692194507,imd decile
2021/22,2,1762.3537222456189,4914958.054464591,34448303.98062274,374100.49508529605,273908.9960328441,426289.7595562811,6909290.69644812,2074535.714179127,29764444.99821561,imd decile
2021/22,3,2401.9620198938997,5864120.473714798,25676494.691298407,339054.72075168043,1727828.539772084,122673.48008663654,7486784.108297521,2178861.1329353075,18552976.040710047,imd decile
2021/22,4,1774.9433515086773,2335126.161829232,16180703.772213623,291247.46868435666,809622.227155108,42776.38778289438,1458609.8086928902,1222457.1572172449,36641911.20548845,imd decile
2021/22,5,983.7184066945689,4735315.763416863,16095581.170663655,194759.12672010585,590539.9699699832,233436.56962933383,1285454.4291903258,764944.9461347545,5311271.785023223,imd decile
2021/22,6,662.5078126322478,1889887.138869937,15756106.453771172,96361.53834615948,431452.0485360079,157403.75210774652,1924407.2471025728,600954.9465607499,5543099.9023192525,imd decile
2021/22,7,311.5173060379922,5646769.923646796,7285348.767454755,83785.52148540616,344977.58860147785,156719.2590821705,2032974.246652481,497370.27086287347,6812336.00440207,imd decile
2021/22,8,867.2991590380669,5355713.774249118,3615579.824998625,102364.66019702144,209705.01258046608,122565.4392356499,4695714.157184158,460761.37537695694,18856262.227453634,imd decile
2021/22,9,1230.9265826882795,4002584.3367819423,3137341.394917438,12509.492382287981,366206.27710100263,129600.96299065954,2400008.311079563,339129.73399053916,10764113.41358918,imd decile
2021/22,10,876.1175603564828,1443733.2811815075,9791608.43993449,55986.33711012695,91541.01796453894,17295.615347059218,3682923.6060770247,134555.68728270652,13766717.247763732,imd decile
2021/22,NA,111.94123761802912,0,0,3825.268107746728,0,26216.51595335829,974325.7672494019,125167.08775628921,840527.473015873,imd decile
2022/23,1,3926.9941939622167,8711208.542744905,24331535.986340217,110410.86547751202,1999496.2969326316,602935.1163150971,8842142.453579672,3768988.844897584,21216987.01932636,imd decile
2022/23,2,1101.5326054714621,8621887.074547924,23618793.921962503,226214.66048624367,1123492.0434927314,418895.0384048509,3293972.5740525704,2518725.690564298,42017369.52117319,imd decile
2022/23,3,1920.650174871646,15839700.321547762,8860168.260657987,177076.91514526494,295708.94553029985,352670.53947909514,1582791.4970231086,1666139.1846108753,28673359.332776256,imd decile
2022/23,4,966.3802711576222,8758908.604620501,5987600.562700741,106468.95473836886,258049.52726859692,184254.9031282484,3619673.0117768715,1757886.0375000201,9832831.130620765,imd decile
2022/23,5,1020.476207035035,3478101.367659368,12361092.2744251,78439.77539600545,866825.7497553012,206842.03576800777,3095977.9337711893,482751.0280779981,18703933.039666258,imd decile
2022/23,6,998.5666503975169,2148394.8489598217,12235195.49653536,112810.12220482081,576428.794919718,192415.38943189813,3930386.377389792,1084487.0291786008,20392537.619388558,imd decile
2022/23,7,911.4347317786887,6205513.098052881,9506378.829912344,52084.2574835971,733144.2885645453,59081.722954781675,4352881.768836197,1541058.5288213934,9465275.526539315,imd decile
2022/23,8,414.8634509392083,2226543.0072050216,1561488.714152675,30304.206263513493,269955.8324720297,191092.2821937042,2084467.0000418134,1014390.1709314678,8248179.486747624,imd decile
2022/23,9,849.4934191182256,1124658.7862733977,6779606.410585326,62038.58818773534,493501.26178409904,33406.502559334454,2368725.970936849,555949.1200752021,9038017.819811644,imd decile
2022/23,10,295.67774678673595,4427955.482565695,4461247.987664439,30498.689659344032,489887.1890523758,100854.25947143283,1037813.3183294059,1171497.9092117054,6218537.5661080005,imd decile
2022/23,NA,84.30757978186011,0,0,21879.905455699376,0,44607.270016909635,209698.36657885072,246807.84106833587,406539.10808004224,imd decile
2023/24,1,1934.7933467263358,2796272.560354054,30382632.694180947,447408.4814792007,2486913.0596380266,866102.6592635349,4184759.1498263096,2403315.920596829,60160545.33580573,imd decile
2023/24,2,4241.670893025398,12944317.097992262,29547911.701876123,113738.42705548834,1516017.5650209016,234291.61631288574,8295354.010601614,1519434.43783853,45614370.428363316,imd decile
2023/24,3,3443.538812894374,11888036.517400244,18463689.345204543,152627.51197990178,1838500.357064855,203828.8969708201,5332417.664065059,1959820.6801330643,17230639.550988037,imd decile
2023/24,4,2982.296035467461,2611282.050743768,3677594.0161347054,84116.38431098983,1212222.0182036385,426353.08276267414,7999202.204033927,1057543.6031371155,25791094.270441942,imd decile
2023/24,5,2353.271813918464,9475828.774220834,8026199.8259178195,112591.37536239513,1080425.882619267,332877.7896546009,4836763.347330942,1644405.7722830856,6517770.100807821,imd decile
2023/24,6,1851.744018322043,4360997.135451408,12169097.454529062,71499.59333233908,932158.9600816326,195857.7223536577,3560656.523354805,1515652.6944550981,15520001.193293009,imd decile
2023/24,7,535.2338220758364,1016831.8090208943,8030480.5059529515,86354.54272621963,613487.150057877,170358.35280482026,3084829.8408059026,812500.2702024003,13453596.545712467,imd decile
2023/24,8,262.80079140141606,924661.3035515619,9086255.380434202,112759.67530542053,527424.9098328487,194399.13598253467,3501786.917317253,999817.5885512007,5698071.480576217,imd decile
2023/24,9,1010.9471780661494,1597445.7063432361,3486260.1758625526,57470.314091226835,663685.2554701393,45728.5401762073,1113294.8430058465,387694.77760016255,2734359.608832744,imd decile
2023/24,10,648.500630854629,2671004.4800123656,8442333.084529193,28412.08981050253,304752.92292783933,127246.48061179755,653937.7680987157,826318.9890921767,9834472.942134487,imd decile
2023/24,NA,319.4064040923491,0,0,16497.833798546344,0,18109.6692791972,643157.411288621,72586.09595887724,1555633.6971144164,imd decile
2024/25,1,2450.1850352901965,5068262.488467555,30135940.929817572,178271.6042712191,1862177.776000903,630698.6498644818,7810155.867027214,3811492.420776312,31446343.18104134,imd decile
2024/25,2,590.2681823380292,2891957.369180507,5180295.388860717,54012.437646509716,274115.0327884486,437756.8203884178,2281378.0784237185,1316552.3645537584,42261419.393488705,imd decile
2024/25,3,2128.9465795872734,14679222.213945124,22661449.855779935,24109.57573638931,1555484.8108999087,264356.75781798165,3746312.9263510066,1230423.6197071525,12885819.367871283,imd decile
2024/25,4,316.57849493250257,6656496.579867478,2978937.9827834107,17703.4781678617,1411327.7514761284,255161.77817007454,4706377.422197574,986520.8061186449,22165557.77387247,imd decile
2024/25,5,1525.6653832174838,5653851.96472974,11475372.832487255,44568.870341703296,858185.3659499884,63416.4811451653,5197770.505586542,901411.8694155557,21486612.608041514,imd decile
2024/25,6,283.9613472014666,6488922.444507922,6858943.29810836,27754.47150117159,616955.7199072434,246625.99337983952,3547490.9093320696,433013.6919707599,15691978.801293597,imd decile
2024/25,7,596.3530997021124,5148238.522339817,6287483.558749183,71714.10675280374,576073.9213906861,61208.4681038184,916352.0669468525,1281580.1822561398,10360494.324106775,imd decile
2024/25,8,163.93686528503895,2823902.723475625,8150847.067673631,40961.57871066928,101923.01212632061,100011.54103805921,1664316.5291534595,903548.271524486,13895431.673778653,imd decile
2024/25,9,383.2061152495444,4960900.854034178,7983188.131597498,43597.639255582915,187147.40674017704,138882.44136031132,496133.1680043614,162813.67488612153,13026175.8861917,imd decile
2024/25,10,662.2653180968017,2365346.1097104535,6426003.674264041,29945.654208578915,283315.322881184,102980.80308438675,1459823.208851955,591577.5883333354,9812777.80245645,imd decile
2024/25,NA,435.6451662642881,0,0,31814.123633146286,0,66655.74913926478,1248057.1232952704,176236.67048145342,638346.15324986,imd decile
2025/26,1,2068.5247525334357,2318913.5211432604,12487615.999120107,95690.49630569517,795823.9785381235,113111.55081873474,NA,NA,9531152.74799388,imd decile
2025/26,2,1357.3848181385547,8361803.586566461,3123911.537514979,20205.45655767247,210223.22884092573,97430.98928886371,NA,NA,4000925.779096226,imd decile
2025/26,3,964.5558154815808,4037094.245908833,11669634.128517678,21866.557399545985,666051.5036585849,31388.576018082753,NA,NA,10290917.16483708,imd decile
2025/26,4,185.62166077643633,4852626.69255478,7944353.711148821,73423.07323941067,612113.2919105291,137923.13532265765,NA,NA,5362850.3077434525,imd decile
2025/26,5,832.4073661100119,3736725.3347278526,6035616.204925899,24363.74841449484,533727.8928853143,98040.32086254055,NA,NA,2046136.977438355,imd decile
2025/26,6,165.23375929053876,1691480.4869903165,1706049.6382207805,25254.08887963742,418820.58350463735,75789.0760198026,NA,NA,4924357.202791636,imd decile
2025/26,7,258.6650728136301,2127594.5604993734,3682999.565472838,38666.43474510927,159548.2034293033,13550.94110691661,NA,NA,1754924.4136356427,imd decile
2025/26,8,574.9254600454123,2552512.2756379996,1424670.777874855,46124.09025951698,340440.01197314635,76490.0365661009,NA,NA,3810481.173761081,imd decile
2025/26,9,263.15124222636223,2441049.1069067284,1098962.01553028,12460.72107053511,163291.44752590824,8852.515156128398,NA,NA,937840.371815526,imd decile
2025/26,10,77.78959408812226,2448401.76902634,772488.6188071249,16409.955655276404,215297.67413418292,41402.92459611077,NA,NA,4488870.92855069,imd decile
2025/26,NA,186.7852381646633,0,0,15837.531637049653,0,16067.379339219844,NA,NA,24804.438154979765,imd decile
2026/27,1,422.37740241959693,2171902.4887007466,2890848.3773037815,66091.09314837623,231954.86374628785,NA,NA,NA,5155880.086107484,imd decile
2026/27,2,251.725501164794,2925104.726099234,2338577.7308971616,43854.293216512546,317944.8298076641,NA,NA,NA,3526813.9505746528,imd decile
2026/27,3,463.87235391139984,1734741.754868769,4723344.288591762,28450.54220881984,213036.5488720488,NA,NA,NA,4284173.122577811,imd decile
2026/27,4,388.1784050043673,3129953.763900837,960347.2788530749,5295.002492874116,204249.95148584247,NA,NA,NA,4221899.70300549,imd decile
2026/27,5,284.0734137021005,1440079.8870813777,800664.6005556183,3950.258016209118,221120.73084825184,NA,NA,NA,3158419.8809492793,imd decile
2026/27,6,139.54617422744633,956270.2991805741,1568926.6203309721,4704.151888094842,168496.34818524122,NA,NA,NA,2519777.150192243,imd decile
2026/27,7,48.706133091263474,1128917.0322898515,788468.9068675598,16937.168454580755,126576.46700662114,NA,NA,NA,1211036.5215535853,imd decile
2026/27,8,147.9169198051095,853500.7093373028,1580102.8552157348,6041.934239342809,71902.6024256047,NA,NA,NA,380300.87839651416,imd decile
2026/27,9,120.85773705467582,804600.023635754,502212.07541485864,5482.753693125956,124717.58168585971,NA,NA,NA,962517.4769983917,imd decile
2026/27,10,66.90425491109491,1062977.5765366375,671510.9272908374,3778.9882235180594,37816.042516666654,NA,NA,NA,1285953.2721071949,imd decile
2026/27,NA,41.15249827448278,0,0,4876.658130133153,0,NA,NA,NA,7051.206685942412,imd decile
2027/28,1,124.3164459310472,279391.9591933974,651796.6704882397,6718.241830938496,66679.82548651844,NA,NA,NA,622791.5649846527,imd decile
2027/28,2,16.88348880596459,558329.6779708948,223915.11870761702,1694.8634213387968,53422.5854008792,NA,NA,NA,605073.9944288568,imd decile
2027/28,3,65.86477084495127,806415.1308910864,322036.6576989107,12661.384482300282,32849.32065599487,NA,NA,NA,896178.868709113,imd decile
2027/28,4,53.3306642241776,412685.3191037247,408241.7497842321,2394.4321388658136,55289.46067376622,NA,NA,NA,793362.6180900806,imd decile
2027/28,5,57.0753766912967,176928.9409140479,298312.3974817623,3945.0226637139917,9784.768176731468,NA,NA,NA,473174.1878295878,imd decile
